gene	expr	reptime	hic
TMEM169	13.31042178	0.42	35
TMEM17	12.622204	0.54	14
TMEM170A	13.10297462	0.13	16
TMEM170B	11.74611439	0.44	32
TMEM171	13.01240788	0.5	21
TMEM173	13.5689973	0.18	35
TMEM174	13.01240788	0.56	21
TMEM175	13.42247834	0.26	45
TMEM176A	13.52656235	0.67	16
TMEM176B	13.50757272	0.67	14
TMEM177	12.72868058	0.44	29
TMEM178A	11.95423379	0.59	-7
TMEM178B	12.64515508	0.73	18.55
TMEM179	13.34591165	0.45	20
TMEM179B	14.69310578	0.25	44
TMEM18	11.8800516	0.53	-14
TMEM181	13.37937179	0.33	46
TMEM182	11.05784986	0.82	-3
TMEM183A	12.77866196	0.35	8.59
TMEM184A	13.29782647	0.24	38
TMEM184B	14.30478788	0.19	67
TMEM184C	11.17936698	0.34	9
TMEM185B	12.84525173	0.37	3.97
TMEM189	12.37569612	0.14	19.1
TMEM189-UBE2V1	13.25537213	0.16	58
TMEM19	12.46722079	0.36	-11
TMEM190	13.84391141	0.19	19
TMEM191C	13.09766905	0.11	25.67
TMEM192	12.04581586	0.62	6.26
TMEM196	12.1417421	0.8	-4
TMEM198	13.21584279	0.34	35
TMEM199	14.15568735	0.21	10
TMEM200A	11.7446957	0.81	23
TMEM200B	13.30176233	0.22	19
TMEM200C	12.50615502	0.79	-10
TMEM201	13.10520908	0.27	31
TMEM202	13.92588399	0.37	41
TMEM203	14.35981893	0.2	39
TMEM204	14.12742148	0.21	35
TMEM205	14.14174413	0.2	31
TMEM206	13.09681375	0.29	17
TMEM207	12.00453157	0.36	9
TMEM208	13.91941191	0.15	46
TMEM209	12.93467625	0.27	34
TMEM210	13.33115193	0.2	26.21333333
TMEM211	12.80371613	0.31	-21
TMEM212	13.04949403	0.25	26.13
TMEM213	12.77151713	0.38	7
TMEM214	14.04424963	0.29	34
TMEM215	13.32243317	0.4	-18
TMEM216	14.14785213	0.29	57
TMEM217	13.34799822	0.18	44
TMEM218	12.96729428	0.72	30
TMEM219	14.5058503	0.17	52
TMEM220	10.9859874	0.67	-49
TMEM221	13.21067149	0.21	27.37
TMEM222	13.69331355	0.16	30
TMEM225	11.39750339	0.64	-8
TMEM229A	12.02306343	0.66	10.15
TMEM229B	13.09956751	0.3	39
TMEM230	13.11211908	0.35	26
TMEM231	13.0992626	0.18	6
TMEM232	13.29642651	0.84	27.86
TMEM233	12.76224992	0.56	25.53
TMEM234	14.19446604	0.19	29
TMEM235	13.171365	0.2	24.51
TMEM236	12.53873764	0.32	5
TMEM237	12.98401813	0.49	25
TMEM238	13.13925065	0.19	28.29
TMEM239	13.0184452	0.38	19.83
TMEM241	12.6087238	0.22	65
TMEM242	12.27050179	0.33	21
TMEM243	12.11529418	0.83	28
TMEM244	11.19759809	0.49	26
TMEM245	12.73051119	0.41	13
TMEM246	11.63349572	0.67	-15
TMEM247	13.41969896	0.21	28.77
TMEM248	13.10234025	0.21	41
TMEM249	12.82092024	0.2	17.12
TMEM25	14.12261283	0.19	47
TMEM251	12.69399907	0.22	35
TMEM252	11.75239108	0.58	-20
TMEM253	13.26666939	0.32	29.96
TMEM254	12.97754799	0.65	-2
TMEM255B	13.56961386	0.44	45
TMEM256	14.46068734	0.18	33
TMEM256-PLSCR3	12.95121876	0.18	23.64
TMEM258	14.02999916	0.21	59
TMEM259	14.6859454	0.21	26
TMEM26	11.33957158	0.48	-19
TMEM260	11.82869195	0.78	2
TMEM30A	12.88442847	0.39	-3
TMEM30B	12.76993939	0.45	-11
TMEM33	12.5145899	0.23	25
TMEM37	12.22371117	0.47	35
TMEM38A	13.7958322	0.31	41
TMEM38B	12.27816537	0.7	-8
TMEM39A	12.50836373	0.59	29
TMEM39B	14.032937	0.13	24
TMEM40	13.09707429	0.18	35
TMEM41A	13.76740271	0.33	31
TMEM41B	13.41396675	0.17	20
TMEM42	13.05282035	0.38	31
TMEM43	12.65256453	0.36	27
TMEM44	12.82247916	0.14	34
TMEM45A	12.7560709	0.41	7
TMEM45B	13.35743708	0.28	-2
TMEM50A	13.41730206	0.23	35
TMEM50B	13.69310335	0.18	63
TMEM51	12.84781863	0.47	16
TMEM52	14.17627324	0.23	27
TMEM52B	12.89314391	0.4	18
TMEM53	13.24201666	0.25	45
TMEM54	13.83469927	0.18	15
TMEM56	12.33843773	0.45	-8
TMEM59	12.99069539	0.2	29
TMEM59L	14.14986627	0.18	33
TMEM60	12.44412057	0.76	28
TMEM61	13.02753828	0.19	13
TMEM62	13.64533415	0.33	42
TMEM63A	13.73700725	0.17	8
TMEM63B	14.05265011	0.2	51
TMEM63C	13.21620157	0.31	47
TMEM64	12.12684003	0.7	8
TMEM65	12.70738415	0.43	14
TMEM67	12.36422531	0.48	15
TMEM68	12.67325041	0.47	-3
TMEM69	13.76740376	0.16	30
TMEM70	12.46089702	0.42	25
TMEM71	12.0211096	0.81	-6
TMEM72	11.2336612	0.76	25
TMEM74	12.52755451	0.82	-14
TMEM74B	13.00043074	0.53	22
TMEM75	12.99029215	0.27	17.34
TMEM78	13.11431925	0.35	23.36
TMEM79	14.63361718	0.21	33
TMEM80	14.39284838	0.19	53
TMEM81	13.3930712	0.43	37
TMEM82	13.43476099	0.15	22
TMEM86A	13.33244925	0.46	25
TMEM86B	13.85030997	0.2	5
TMEM87A	13.29738334	0.39	35
TMEM87B	13.2434175	0.49	36
TMEM88	14.58033401	0.23	24
TMEM88B	13.43288064	0.23	20.62
TMEM89	14.14213085	0.18	37
TMEM8A	14.25331829	0.2	37
TMEM8B	13.65023843	0.19	54
TMEM9	13.25734522	0.33	23
TMEM91	13.99200266	0.23	33
TMEM92	14.07609709	0.17	28
TMEM95	14.46352176	0.18	36
TMEM97	14.15568735	0.21	10
TMEM98	13.00302338	0.78	-6
TMEM99	13.63720054	0.27	-10
TMEM9B	13.2148204	0.23	21
TMF1	12.48336341	0.44	9
TMIE	12.60653526	0.47	41
TMIGD1	13.07144896	0.18	26
TMIGD2	14.5704854	0.23	33
TMOD1	13.168384	0.4	35
TMOD2	13.00282505	0.21	27
TMOD3	13.14444967	0.15	27
TMPO	13.09756646	0.28	21
TMPPE	13.14804672	0.37	33
TMPRSS11A	12.26753456	0.75	4
TMPRSS11B	12.04836565	0.7	-19
TMPRSS11BNL	12.9394061	0.7	13.49
TMPRSS11D	12.25834721	0.73	22
TMPRSS11E	11.5945331	0	7
TMPRSS11F	12.26231592	0.75	-6
TMPRSS12	13.29474907	0.24	43
TMPRSS13	13.1762908	0.6	45
TMPRSS15	12.52110599	0.86	-64
TMPRSS2	12.49300193	0.45	61
TMPRSS3	12.73648911	0.4	80
TMPRSS4	13.26931334	0.51	50
TMPRSS5	11.72955988	0.61	12
TMPRSS6	13.45817111	0.38	44
TMPRSS7	12.49025485	0.29	21
TMPRSS9	14.25630484	0.25	33
TMSB10	13.6507951	0.28	12
TMTC1	11.51045241	0.46	-15
TMTC2	11.02794626	0.85	-11
TMTC3	11.91600774	0.43	-9
TMTC4	11.72282976	0.62	28
TMUB1	13.34085292	0.37	41
TMUB2	13.74374599	0.17	41
TMX1	12.73364034	0.61	38
TMX2	13.73467353	0.3	11
TMX3	11.16695022	0.73	-24
TMX4	11.19604799	0.65	-25
TNC	12.18019571	0.35	0
TNF	14.7386915	0.22	35
TNFAIP1	14.15568735	0.21	10
TNFAIP2	13.76719808	0.21	40
TNFAIP3	12.66332659	0.16	51
TNFAIP6	12.2838528	0.62	24
TNFAIP8	12.63098084	0.34	55
TNFAIP8L1	13.73386982	0.2	35
TNFAIP8L2	14.26165749	0.15	33
TNFAIP8L3	12.56367016	0.39	26
TNFRSF10A	13.35887478	0.24	42
TNFRSF10B	13.45069831	0.23	48
TNFRSF10C	13.38215665	0.21	48
TNFRSF10D	13.37058347	0.24	45
TNFRSF11A	11.8870375	0.32	42
TNFRSF11B	12.09713909	0.38	9
TNFRSF13B	13.93124349	0.24	2
TNFRSF13C	14.10445009	0.22	67
TNFRSF17	13.25559447	0.29	64
TNFRSF18	14.67264941	0.19	27
TNFRSF19	12.11115189	0.59	32
TNFRSF1A	14.79794927	0.17	46
TNFRSF1B	13.15430962	0.2	32
TNFRSF21	12.23766336	0.3	1
TNFRSF25	13.37643799	0.19	44
TNFRSF4	14.67264941	0.19	27
TNFRSF6B	13.93471214	0.17	36
TNFRSF8	13.15584071	0.2	35
TNFRSF9	12.85177963	0.42	24
TNFSF10	12.67301534	0.26	23
TNFSF11	12.14837467	0.59	67
TNFSF12	13.15157299	0.19	28.23
TNFSF12-TNFSF13	14.4871409	0.19	24
TNFSF13	14.4871409	0.19	24
TNFSF13B	11.11232849	0.81	1
TNFSF14	13.52225297	0.14	29
TNFSF15	12.42741457	0.22	-8
TNFSF18	12.43490001	0.47	10.28
TNFSF4	12.59001445	0.49	-1
TNFSF8	12.39373409	0.29	-9
TNFSF9	13.63747062	0.21	21
TNIK	11.89453494	0.7	25
TNIP1	13.70131109	0.38	27
TNIP2	13.35076349	0.21	46
TNIP3	12.27456272	0.84	4
TNK1	14.46352176	0.18	36
TNK2	13.74767273	0.28	48
TNKS	11.57829177	0.71	20
TNKS1BP1	13.74222348	0.22	-20
TNKS2	12.71671425	0.26	15
TNN	12.03809177	0.63	14
TNNC1	13.89099551	0.19	62
TNNC2	13.5180744	0.18	48
TNNI1	13.66221834	0.2	26
TNNI2	13.72824533	0.42	33
TNNI3	13.85181934	0.2	-1
TNNI3K	11.37446767	0.87	-16
TNNT1	13.85181934	0.23	-1
TNNT2	13.66221834	0.19	26
TNNT3	13.62567605	0.48	53
TNP1	12.47457572	0.62	23
TNP2	13.35797448	0.29	37
TNPO1	13.0596046	0.43	30
TNPO2	14.48818255	0.22	29
TNPO3	13.61871922	0.38	52
TNR	12.0863709	0.64	4
TNRC18	14.45409437	0.27	14
TNRC6A	12.58426248	0.23	19
TNRC6B	13.12736286	0.41	34
TNRC6C	13.33809231	0.35	26
TNS1	13.12398606	0.45	23
TNS3	12.16779948	0.42	16
TNS4	13.98550225	0.15	19
TNXB	14.62310812	0.2	33
TOB1	13.95740154	0.15	15
TOB2	14.20821729	0.19	73
TOE1	13.81048998	0.25	29
TOLLIP	14.13269002	0.31	46
TOM1	12.80014231	0.33	-24
TOM1L1	11.78390635	0.84	-61
TOM1L2	13.90471303	0.22	22
TOMM20	13.2765512	0.17	26
TOMM20L	12.58005053	0.55	46
TOMM22	13.87032918	0.24	45
TOMM34	13.76655033	0.28	32
TOMM40	13.77667617	0.2	2
TOMM40L	13.5034142	0.23	39
TOMM5	13.14585136	0.34	34
TOMM7	13.77145835	0.3	19
TONSL	14.53015256	0.2	36
TOP1	12.85747553	0.14	14
TOP1MT	14.38655451	0.22	27
TOP2A	14.01438273	0.19	23
TOP2B	12.28705799	0.65	-6
TOP3A	13.75481743	0.21	13
TOP3B	13.06381223	0.34	58
TOPAZ1	12.90870897	0.51	22.07
TOPBP1	12.91451722	0.36	37
TOPORS	13.0695426	0.36	-7
TOR1A	13.30535304	0.19	44
TOR1AIP1	13.06248598	0.29	5
TOR1AIP2	13.06248598	0.36	5
TOR1B	13.30535304	0.19	44
TOR2A	13.90958998	0.17	32
TOR3A	12.75401196	0.24	4
TOR4A	14.36063383	0.2	43
TOX	12.16951758	0.58	19
TOX2	13.36892028	0.39	14
TOX3	11.04181723	0.87	-53
TOX4	13.46933742	0.38	30
TP53	14.54284996	0.19	34
TP53AIP1	12.18492561	0.6	-2
TP53BP1	13.58533987	0.32	43
TP53BP2	13.32038438	0.38	4
TP53I11	11.78918505	0.6	16
TP53I13	13.54231899	0.22	26
TP53I3	12.50458338	0.22	38
TP53INP2	13.86215747	0.15	47
TP53RK	12.58727921	0.63	33
TP53TG3	13.04692821	0.84	22.97
TP53TG3B	13.23967702	0.79	32.02
TP53TG3C	13.09900416	0	28.85
TP53TG3D	13.24912546	0.86	23.78
TP53TG5	13.85280538	0.23	35
TP63	11.85314069	0.4	15
TP73	12.42757485	0.29	20
TPBG	11.78305947	0.48	-3
TPBGL	13.02727566	0.45	25.38
TPCN1	12.96994619	0.23	36
TPCN2	13.49981577	0.42	50
TPD52	12.26387446	0.38	43
TPD52L1	11.73291204	0.26	-26
TPD52L2	13.94700275	0.21	40
TPD52L3	12.78140429	0.43	16
TPGS1	12.57771518	0.26	27.96
TPGS2	12.06816024	0.71	53
TPH1	13.37772162	0.57	16
TPH2	12.31760508	0.59	-18
TPI1	14.85316936	0.23	32
TPK1	11.72017538	0.8	-17
TPM1	12.97495326	0.28	19
TPM2	13.99960138	0.16	37
TPM3	14.52301813	0.15	35
TPM4	13.59730853	0.35	26
TPMT	13.09769971	0.28	-1
TPO	10.94242061	0.65	-23
TPP1	12.95872146	0.49	17
TPP2	12.18284496	0.58	20
TPPP	13.43555968	0.41	28
TPPP2	13.78651111	0.32	12
TPPP3	13.92511177	0.12	42
TPR	12.51265252	0.38	-19
TPRA1	13.43283626	0.34	42
TPRG1	11.78933676	0.38	1
TPRG1L	12.42932419	0.25	16
TPRKB	13.79327006	0.47	31
TPRN	14.35900393	0.2	36
TPRX1	13.68917152	0.26	39
TPRX2P	12.95084217	0.3	22.28
TPRXL	13.13917038	0.49	31.17
TPSAB1	14.05847007	0.29	21
TPSB2	14.05847007	0.29	21
TPSD1	13.95602352	0.29	36
TPSG1	14.05847007	0.29	21
TPST1	13.22028469	0.39	26
TPST2	11.99665324	0.5	-14
TPT1	13.43079322	0.29	78
TPTE	10.31794544	0.8	-81
TPTE2	12.57289394	0.7	-16
TPX2	13.69966751	0.22	23
TRA2A	12.97665761	0.2	23
TRA2B	13.79342649	0.17	30
TRABD	13.75788145	0.24	49
TRABD2A	13.49501462	0.29	5
TRABD2B	13.10987947	0.38	30.2
TRADD	13.90471761	0.12	47
TRAF1	13.37854704	0.21	39
TRAF3	13.48583636	0.18	49
TRAF3IP1	12.59698572	0.3	32
TRAF3IP2	12.67773115	0.27	32
TRAF3IP3	12.3028	0.22	18
TRAF4	14.34366045	0.21	40
TRAF5	12.6053587	0.42	2
TRAF6	11.50035681	0.34	-8
TRAF7	14.594562	0.2	39
TRAFD1	13.50099158	0.22	40
TRAIP	14.08303074	0.18	39
TRAK1	12.65572687	0.25	29
TRAK2	13.14556219	0.41	26
TRAM1	12.38864417	0.55	28
TRAM1L1	10.12398761	0	-31
TRAM2	12.95083457	0.4	33
TRANK1	12.87893548	0.52	0
TRAPPC1	14.40030943	0.34	33
TRAPPC10	13.66555938	0.25	62
TRAPPC11	11.94775518	0.24	4
TRAPPC12	12.45219808	0.5	9
TRAPPC13	12.94321279	0.41	31
TRAPPC2L	13.66478883	0.19	37
TRAPPC3	13.592432	0.19	31
TRAPPC4	14.19217145	0.18	55
TRAPPC5	13.44224445	0.38	31
TRAPPC6A	14.02305629	0.24	41
TRAPPC6B	12.65847541	0.17	13
TRAPPC8	12.94078155	0.51	28
TRAPPC9	12.69793255	0.55	16
TRAT1	11.58066822	0.8	-15
TRDMT1	13.2326983	0.48	5
TRDN	10.07310374	0.85	-16
TREH	14.18675061	0.16	45
TREM1	12.50850046	0.61	34
TREM2	12.33475606	0.56	41
TREML1	12.33475606	0.56	41
TREML2	12.33475606	0.61	41
TREML4	12.42539691	0.61	38
TRERF1	13.52334378	0.26	44
TRH	12.70682066	0.39	43
TRHDE	11.09780388	0.86	-40
TRHR	11.92736353	0.62	18
TRIB1	12.68513202	0.18	40
TRIB2	10.80689566	0.83	-2
TRIB3	13.68690075	0.18	41
TRIM10	14.47450564	0.5	48
TRIM11	13.43342549	0.3	7
TRIM13	12.73004053	0.36	44
TRIM14	13.0911575	0.24	48
TRIM15	14.47450564	0.5	48
TRIM16	13.06261974	0.42	-19
TRIM16L	13.53156018	0.41	-6
TRIM17	13.3916452	0.28	7
TRIM2	12.31223734	0.28	14
TRIM21	12.48404523	0.76	-7
TRIM22	11.8463717	0.72	2
TRIM23	12.95079895	0.44	28
TRIM24	12.51512597	0.55	10
TRIM25	12.67713509	0.32	-38
TRIM26	14.47450564	0.49	48
TRIM27	11.98932733	0.53	30
TRIM28	14.79903742	0.22	11
TRIM29	12.69298255	0.31	31
TRIM3	12.95946084	0.47	17
TRIM31	14.41447892	0.5	30
TRIM32	11.13066894	0.66	-15
TRIM33	13.49711358	0.36	13
TRIM34	12.55568337	0.76	18.78
TRIM35	12.77581697	0.56	8
TRIM36	12.29786756	0.7	-1
TRIM37	13.42710756	0.49	13
TRIM38	12.88091583	0.65	34
TRIM39	14.53014277	0.48	32
TRIM39-RPP21	13.41505727	0.48	34.77
TRIM4	14.26011881	0.41	36
TRIM40	14.47450564	0.5	48
TRIM41	13.84991102	0.28	35
TRIM42	11.59604344	0.82	10
TRIM43	12.88440056	0.58	16
TRIM44	13.31342001	0.39	-6
TRIM45	12.71235396	0.54	12
TRIM46	14.40409912	0.19	32
TRIM47	14.36236064	0.18	35
TRIM48	6.88857246	0.82	-38
TRIM49	11.92616693	0.84	-28
TRIM49B	13.45631619	0.81	33.47
TRIM49C	12.93348697	0	23.56
TRIM49D1	12.6666296	0.85	17.52
TRIM5	11.80660949	0.76	5
TRIM50	13.71322199	0.42	52
TRIM51	8.346167594	0.87	-46
TRIM52	13.84991102	0.28	35
TRIM54	14.03489184	0.18	52
TRIM55	12.53334916	0.38	30
TRIM56	13.88017782	0.27	39
TRIM58	11.37997676	0.85	-35
TRIM59	12.98352421	0.46	16
TRIM6	12.26079951	0.76	2.8
TRIM6-TRIM34	11.76519277	0.76	9
TRIM60	12.04345959	0.64	5
TRIM61	12.04630874	0.71	22
TRIM62	13.53623968	0.26	27
TRIM63	13.52588927	0.21	31
TRIM64B	13.14078101	0.84	31.3
TRIM64C	12.251511	0.81	4.67
TRIM65	14.36236064	0.18	35
TRIM66	12.53917318	0.41	10.59
TRIM67	12.85254218	0.6	8
TRIM68	12.2656002	0.8	-3
TRIM69	13.41968187	0.43	36
TRIM7	13.84991102	0.28	35
TRIM71	13.13687951	0.48	24
TRIM72	14.0009539	0.23	17
TRIM74	13.62522618	0.33	62
TRIM77	13.15297332	0.84	32.56
TRIM8	13.6861146	0.18	27
TRIM9	12.83181052	0.47	17
TRIML1	10.39500803	0.47	-20
TRIML2	10.39500803	0.51	-20
TRIO	13.15875124	0.44	29
TRIOBP	13.92393797	0.18	74
TRIP10	13.50916065	0.26	27
TRIP11	12.72598783	0.41	30
TRIP12	12.68216706	0.5	21
TRIP13	13.60783304	0.45	34
TRIP4	13.54724803	0.2	40
TRIP6	14.10758821	0.34	48
TRIQK	12.80609046	0.8	29.7
TRIT1	13.81152362	0.24	31
TRMT1	14.48254423	0.22	41
TRMT10A	12.71080374	0.77	9
TRMT10B	13.10081282	0.44	23
TRMT10C	13.21719162	0.44	11
TRMT11	11.86595276	0.18	11
TRMT12	13.1004858	0.44	13
TRMT13	12.59030731	0.52	8
TRMT1L	12.74932964	0.46	-3
TRMT2A	13.20877224	0.22	57
TRMT44	11.59185679	0.33	43
TRMT5	12.28493466	0.58	-1
TRMT6	12.61496853	0.35	13
TRMT61A	13.71118284	0.22	38
TRMT61B	13.08542757	0.23	32
TRMU	13.10964484	0.2	39
TRNAU1AP	13.63098056	0.18	26
TRNT1	10.98727381	0.84	-15
TROAP	14.5753664	0.17	37
TROVE2	12.57362818	0.43	-13
TRPA1	9.858647078	0.72	29
TRPC1	12.93369613	0.42	20
TRPC3	12.68864385	0.47	-3
TRPC4	11.18748614	0.57	-19
TRPC4AP	13.93604093	0.24	45
TRPC6	11.15977288	0.76	-24
TRPM1	12.53324102	0.5	28
TRPM2	12.55627871	0.24	23
TRPM3	11.81969667	0.49	-9
TRPM4	14.58167397	0.27	43
TRPM5	13.63368768	0.58	47
TRPM6	11.46857642	0.72	-16
TRPM7	12.69375655	0.23	23
TRPM8	12.60320984	0.48	14
TRPS1	10.92588452	0.65	-10
TRPV1	13.0667217	0.44	9
TRPV2	13.62882791	0.17	8
TRPV3	12.99711983	0.44	-2
TRPV4	13.62421324	0.37	41
TRPV5	12.59144728	0.64	2
TRPV6	12.55815807	0.64	18
TRRAP	13.85490241	0.5	42
TRUB1	12.1484859	0.34	9
TRUB2	14.41073339	0.2	46
TSACC	14.60364059	0.19	27
TSC1	14.46762478	0.46	33
TSC2	14.359062	0.18	44
TSC22D1	12.23228605	0.28	38
TSC22D2	13.15115101	0.17	19
TSC22D4	14.20707753	0.17	60
TSEN15	12.82815875	0.71	8
TSEN2	12.77308104	0.32	36
TSEN34	13.50845944	0.44	-53
TSEN54	14.46138739	0.16	31
TSFM	13.96466219	0.24	39
TSG101	13.34335421	0.16	20
TSGA10	13.13098015	0.71	19
TSGA10IP	15.16471579	0.18	57
TSGA13	12.53876632	0.43	9
TSHB	13.3143679	0.6	1
TSHR	12.27525817	0.48	-10
TSHZ1	11.14440926	0.67	4
TSHZ2	11.53901223	0.55	-18
TSHZ3	9.01371703	0.82	-74
TSKS	14.34597291	0.18	47
TSKU	12.56768687	0.21	42
TSLP	12.23246625	0.63	6
TSN	12.33295637	0.36	22
TSNARE1	12.00692024	0.64	12
TSNAX	12.58277127	0.46	14
TSNAXIP1	13.8542273	0.14	49
TSPAN1	13.72003987	0.18	29
TSPAN10	15.13596128	0.2	30
TSPAN11	12.6618157	0.56	-5
TSPAN12	11.57157166	0.67	3
TSPAN13	12.79624535	0.38	-12
TSPAN14	12.63844255	0.57	-12
TSPAN15	13.40092347	0.28	40
TSPAN16	14.14174413	0.2	31
TSPAN17	13.27014525	0.32	40
TSPAN18	12.06763782	0.6	15
TSPAN19	10.00514121	0.88	-27
TSPAN2	13.2967166	0.6	4
TSPAN3	12.67322534	0.44	40
TSPAN31	13.96466219	0.34	39
TSPAN32	13.8054976	0.63	25
TSPAN33	13.57655262	0.41	51
TSPAN4	14.40275096	0.2	51
TSPAN5	12.29160334	0.77	12
TSPAN8	12.36100588	0.52	-31
TSPAN9	13.16836681	0.47	24
TSPEAR	13.66538975	0.39	30
TSPO	13.34408512	0.2	48
TSPO2	11.88793824	0.58	37
TSPYL1	12.47211475	0.64	22
TSPYL4	12.47108724	0.64	16
TSPYL5	12.8677498	0.6	-13
TSPYL6	13.33616422	0.45	9
TSR1	13.56715176	0.27	29
TSR3	13.9820863	0.22	38
TSSC4	13.63368768	0.58	47
TSSK1B	12.49862285	0.56	13
TSSK2	13.09716864	0.28	18
TSSK3	14.2405567	0.21	41
TST	13.45817111	0.47	44
TSTA3	14.59643141	0.22	37
TSTD2	13.13556387	0.42	36
TSTD3	13.02746872	0.64	22.15
TTBK1	14.07289552	0.33	51
TTBK2	13.32444835	0.43	31
TTC1	12.20145701	0.46	31
TTC12	11.58123811	0.56	13
TTC13	12.91757287	0.59	14
TTC14	12.11591268	0.83	2
TTC16	13.90958998	0.17	32
TTC17	12.78106109	0.75	-7
TTC19	13.76899321	0.31	-32
TTC21A	12.27145768	0.45	30
TTC21B	11.52144904	0.83	-2
TTC22	13.26784631	0.34	23
TTC23	12.51936764	0.29	-7
TTC23L	12.41306649	0.55	-4
TTC24	14.53310886	0.17	37
TTC25	14.49326843	0.18	28
TTC26	13.23957914	0.22	38
TTC27	12.7883553	0.59	17
TTC28	13.10689606	0.47	27.92
TTC29	10.44851168	0.84	-9
TTC3	12.77074136	0.35	47
TTC30A	12.8502974	0.43	27
TTC30B	12.8502974	0.37	27
TTC31	13.83491212	0.32	50
TTC32	13.08016126	0.39	9
TTC33	12.26403962	0.5	-11
TTC36	14.11469399	0.19	48
TTC37	12.65930835	0.47	26
TTC38	13.16091848	0.19	31
TTC39A	13.17314014	0.29	10
TTC39B	12.37907172	0.67	-17
TTC39C	12.58642163	0.17	54
TTC4	13.33034456	0.34	19
TTC5	12.82567285	0.53	-29
TTC6	12.57297696	0.56	16.63
TTC7A	13.57460265	0.23	38
TTC7B	12.81509337	0.57	20
TTC8	11.99565404	0.68	-6
TTC9	12.40617272	0.52	41
TTC9B	13.82133158	0.4	30
TTC9C	14.69738871	0.25	47
TTF1	14.17449114	0.4	34
TTF2	12.71235396	0.54	12
TTI1	13.30457493	0.37	49
TTI2	11.42571043	0.5	12
TTK	11.92259506	0.72	-2
TTL	13.19242474	0.43	32
TTLL1	13.34955154	0.18	46
TTLL10	14.67264941	0.19	27
TTLL11	12.56356526	0.51	24
TTLL12	13.34408512	0.2	48
TTLL2	12.44512498	0.66	1
TTLL3	13.76817993	0.22	43
TTLL4	13.86974303	0.18	42
TTLL6	13.49780904	0.33	24
TTLL7	11.96744737	0.84	-14
TTLL9	13.82647819	0.24	37
TTN	12.05927073	0.59	23
TTPA	11.83310861	0.72	-12
TTPAL	13.56938365	0.33	46
TTR	12.59166832	0.45	20
TTYH1	13.60113843	0.51	-7
TTYH2	12.68122239	0.57	3
TTYH3	13.55404189	0.24	35
TUB	12.15376831	0.57	12
TUBA1A	14.576912	0.17	56
TUBA1B	14.576912	0.21	56
TUBA1C	14.58318155	0.17	49
TUBA3C	12.17173997	0.81	-15
TUBA3D	13.02960095	0.51	29
TUBA3E	12.76510827	0.55	22
TUBA4A	13.45086392	0.18	44
TUBA8	13.15991924	0.18	19
TUBAL3	13.47447553	0.52	-1
TUBB1	13.79418579	0.15	28
TUBB2A	14.56463582	0.27	41
TUBB2B	13.01953077	0.44	37
TUBB3	13.93936137	0.22	40
TUBB4A	13.65417681	0.22	27
TUBB4B	14.36063383	0.2	43
TUBB6	13.10693294	0.21	26
TUBB8	9.127176131	0.61	-22.12
TUBB8P7	13.2480086	0.22	37.65
TUBD1	13.77160778	0	26
TUBE1	11.93294415	0.18	5
TUBG1	14.44899425	0.16	38
TUBG2	14.36973872	0.18	36
TUBGCP2	12.80197077	0.42	1
TUBGCP3	12.51853757	0.45	11
TUBGCP4	13.62071877	0.37	50
TUBGCP5	12.7581285	0.56	-32
TUBGCP6	13.75788145	0.24	49
TUFM	13.95223398	0.22	56
TUFT1	14.1370062	0.18	30
TULP1	13.43492341	0.27	36
TULP2	14.42886912	0.21	38
TULP3	13.11129434	0.34	35
TULP4	13.41396526	0.35	41
TUSC1	13.14798729	0.86	35.08
TUSC2	13.64563404	0.2	51
TUSC3	10.82484542	0.82	-41
TVP23A	12.46289079	0.24	36
TVP23B	13.63267127	0.39	-7
TVP23C	13.0346201	0.45	-34
TVP23C-CDRT4	12.85496877	0.41	24.62
TWF1	11.79359803	0.42	-5
TWF2	13.92412906	0.18	52
TWIST1	11.54584754	0.67	-15
TWISTNB	12.03596025	0.82	-11
TWSG1	13.12108656	0.4	43
TXK	12.30041417	0.36	39
TXLNA	14.19446604	0.22	29
TXLNB	12.17041438	0.58	14
TXN	12.24486057	0.23	8
TXN2	13.99749206	0.18	21
TXNDC11	13.29434668	0.18	40
TXNDC12	13.40893533	0.32	21
TXNDC15	13.49739265	0.43	49
TXNDC16	12.89127586	0.48	14
TXNDC17	13.40596664	0.28	9
TXNDC2	12.97392137	0.17	34
TXNDC5	13.52634605	0.31	10
TXNDC8	12.25603355	0.21	7
TXNDC9	12.86387499	0.63	24
TXNIP	13.51430005	0.27	39
TXNL1	11.31992307	0.77	15
TXNL4A	12.8990073	0.48	36
TXNL4B	12.93470521	0.37	9
TXNRD1	14.02842679	0.15	29
TXNRD2	13.3824913	0.2	18
TXNRD3	13.47135714	0.51	28.35
TXNRD3NB	12.55538707	0.51	43
TYK2	14.40441604	0.19	21
TYMS	12.93870252	0.42	19
TYR	10.26823483	0.86	-28
TYRO3	13.52041575	0.16	44
TYROBP	13.87380588	0.29	47
TYRP1	11.25526811	0.53	-31
TYSND1	13.0643931	0.22	32
TYW1	12.95740854	0.36	32
TYW1B	12.6376766	0.57	17.61
TYW3	11.55242499	0.88	-14
TYW5	12.32882996	0.65	18
U2AF1	13.44071965	0.16	59
U2AF2	13.89006315	0.25	-10
U2SURP	12.8214349	0.43	29.08
UACA	12.42044585	0.37	19
