gene	expr	reptime	hic
ANKRD45	12.97743471	0.38	4
ANKRD46	13.95070644	0.21	67
ANKRD49	12.73988113	0.59	-7
ANKRD50	10.76663064	0.63	-24
ANKRD52	14.87263084	0.17	46
ANKRD53	12.84937548	0.56	27
ANKRD54	14.14125691	0.18	66
ANKRD55	12.42516801	0.35	45
ANKRD6	12.90902906	0.6	43
ANKRD60	13.09025897	0.57	30.62
ANKRD61	13.23857949	0.36	32.66
ANKRD62	12.5986338	0.21	17.56
ANKRD63	12.02306343	0.17	10.15
ANKRD65	13.55031216	0.27	28.94
ANKRD66	13.22053111	0.6	24.21
ANKRD7	11.18839959	0.81	-13
ANKRD9	14.33021624	0.19	42
ANKS1A	13.40708658	0.25	26
ANKS1B	11.91341823	0.73	-9
ANKS3	13.48315882	0.16	35
ANKS4B	12.90585526	0.55	41
ANKS6	12.60651181	0.42	12
ANKUB1	13.31348312	0.28	30.89
ANKZF1	13.50604221	0.18	40
ANLN	12.71464473	0.31	21
ANO1	13.54578889	0.36	35
ANO10	11.57333359	0.47	29
ANO2	12.76289597	0.63	13
ANO3	9.916403778	0.83	-20
ANO4	12.41059591	0.83	-16
ANO5	10.85046267	0.88	-7
ANO6	12.65546851	0.66	1
ANO7	14.10304612	0.23	35
ANO8	13.6436398	0.2	43
ANO9	14.60704772	0.34	58
ANP32A	12.98940097	0.56	32
ANP32B	13.05332193	0.27	42
ANP32D	13.71557088	0.39	11
ANP32E	14.00444768	0.2	39
ANPEP	13.74781185	0.18	37
ANTXR1	12.7331741	0.23	14
ANTXR2	11.03772435	0.82	6
ANTXRL	11.95786523	0.38	0.55
ANXA1	12.42098239	0.34	-15
ANXA10	10.92471471	0.46	-16
ANXA11	12.81212754	0.61	7
ANXA13	13.10742637	0.19	12
ANXA2	12.9750645	0.28	14
ANXA2R	13.09873235	0.52	21
ANXA3	12.40336902	0.38	21
ANXA4	13.67044085	0.22	50
ANXA5	12.64830032	0.56	9
ANXA6	13.73893184	0.3	41
ANXA7	13.65042481	0.25	45
ANXA8L1	13.01653467	0.21	22.46
ANXA9	14.2987259	0.17	30
AOAH	12.42053059	0.49	15
AOC1	13.54519678	0.6	19
AOC2	14.30488474	0.19	28
AOC3	14.30378316	0.19	23
AOX1	13.25700266	0.25	23
AP000322.53	13.18562214	0.52	29.28
AP000350.4	12.4503006	0.18	5.82
AP000679.2	12.79647916	0.31	20.01
AP000708.1	13.32619163	0.63	22.38
AP000721.4	13.25109993	0.15	30.83
AP000783.1	13.23328867	0.18	13.03
AP000867.1	12.76629289	0.58	22.28
AP001055.1	12.80778102	0.2	14.15
AP001631.10	13.16483595	0.28	27.99
AP001816.1	13.34177331	0.42	25.78
AP002884.2	12.90544612	0.14	25.64
AP003068.23	13.33833284	0.17	26.69
AP003068.6	12.7004781	0.21	23.96
AP003733.1	13.0226312	0.18	29.12
AP003774.4	13.40725363	0.22	16.42
AP005482.1	13.12570068	0.25	28.84
AP006621.5	12.45275475	0.18	17.27
AP1AR	12.10626336	0.33	22
AP1B1	13.65263039	0.25	36
AP1G1	13.04049584	0.18	24
AP1G2	14.03895246	0.5	35
AP1M1	13.60987657	0.22	26
AP1M2	14.5268964	0.22	23
AP1S1	13.85925468	0.2	39
AP1S3	12.48220326	0.27	16
AP2A1	14.33815526	0.17	42
AP2A2	14.22714725	0.24	48
AP2B1	13.48090458	0.28	9
AP2M1	14.19184822	0.26	45
AP2S1	14.01235941	0.19	44
AP3B1	12.47934642	0.53	40
AP3B2	13.14179927	0.59	16
AP3D1	14.35352675	0.22	30
AP3M1	13.56310039	0.23	49
AP3M2	13.27097302	0.38	45
AP3S1	12.84949898	0.69	6
AP3S2	13.76657448	0.18	33
AP4B1	12.72257513	0.4	13
AP4E1	12.74588215	0.28	34
AP4M1	14.15276677	0.25	46
AP4S1	12.97632206	0.24	23
AP5B1	12.72375062	0.2	13.96
AP5M1	12.02944883	0.76	19
AP5S1	13.51505931	0.23	42
AP5Z1	13.08004443	0.45	22
APAF1	13.09850911	0.34	11
APBA1	12.25245515	0.61	-5
APBA2	11.98983023	0.8	-21
APBA3	14.5783974	0.21	34
APBB1	12.95946084	0.47	17
APBB1IP	12.3721166	0.5	19
APBB2	12.33312371	0.31	39
APBB3	13.46789587	0.3	29
APC	12.42042164	0.42	28
APC2	14.67112729	0.2	38
APCDD1	12.29783107	0.6	2
APCDD1L	13.84232969	0.38	24
APCS	13.10790942	0.65	-4
APEH	14.25478561	0.27	48
APEX1	13.04871038	0.37	17
APH1A	14.00873084	0.2	38
APH1B	13.01837969	0.27	49
API5	12.76390971	0.78	-23
APIP	13.38554577	0.4	1
APLF	12.33473847	0.6	22
APLNR	13.74222348	0.25	-20
APLP1	13.87380588	0.3	47
APLP2	13.3452749	0.21	15
APMAP	13.20917207	0.66	-29
APOA1	12.95127608	0.33	39
APOA2	13.49897486	0.23	37
APOA4	12.94643494	0.33	36
APOA5	12.94643494	0.33	36
APOB	12.31116212	0.62	-11
APOBEC1	12.3764144	0.65	14
APOBEC2	11.88793824	0.58	37
APOBEC3A	14.16172731	0.36	44
APOBEC3B	14.16172731	0.36	44
APOBEC3C	14.14221164	0.36	71
APOBEC3D	14.14221164	0.36	71
APOBEC3F	14.14221164	0.37	71
APOBEC3G	14.14221164	0.37	71
APOBEC3H	14.01857711	0.37	75
APOBEC4	12.54317104	0.41	14.33
APOC1	13.81922266	0.2	6
APOC3	12.95127608	0.33	39
APOC4-APOC2	12.71108018	0.2	17.71
APOE	13.81922266	0.2	6
APOF	14.86951104	0.16	52
APOH	11.81699994	0.32	-23
APOL1	14.02846801	0.33	42
APOL2	14.02846801	0.33	42
APOL3	14.02157875	0.31	13
APOL4	14.02502891	0.31	28
APOL5	13.96528137	0.19	-43
APOL6	13.75028167	0.2	-13
APOLD1	13.55045197	0.13	35
APOM	14.73867203	0.22	20
APP	13.18015104	0.72	-13
APPBP2	12.82854787	0.22	7
APPL1	12.96454398	0.34	33
APRT	13.6088959	0.19	51
APTX	13.63299298	0.29	-5
AQP1	12.90435164	0.54	10
AQP10	14.31828143	0.24	29
AQP11	13.31127815	0.4	30
AQP12A	13.89046496	0.43	25
AQP12B	13.89046496	0.43	25
AQP2	13.84885926	0.22	48
AQP3	13.8173858	0.16	4
AQP4	11.08768103	0.58	-33
AQP5	13.84885926	0.22	48
AQP6	13.84885926	0.22	48
AQP7	13.79743009	0.16	21
AQP8	12.15453195	0.32	12
AQP9	12.39937123	0.56	4
AQPEP	12.82682922	0.71	17
AQR	13.05779072	0.3	-5
ARAP1	13.36459558	0.23	54
ARAP2	10.24377393	0.73	26
ARAP3	13.55619953	0.35	25
ARC	12.61473597	0.41	26
ARCN1	14.12261283	0.18	47
AREG	12.05566246	0.4	10
AREL1	13.71103743	0.21	42
ARF1	13.46257291	0.37	5
ARF3	14.36811497	0.21	55
ARF4	13.46322881	0.38	29
ARF5	12.92685202	0.62	-7
ARF6	13.43045378	0.17	41
ARFGAP2	14.0035499	0.23	24
ARFGAP3	14.06129975	0.18	62
ARFGEF1	12.63661403	0.64	26
ARFGEF2	13.602837	0.18	49
ARFIP1	12.29309861	0.44	33
ARFIP2	12.95981621	0.47	20
ARFRP1	13.93471214	0.17	36
ARG1	11.90372354	0.82	7
ARG2	13.08552303	0.26	42
ARGFX	12.57573094	0.61	18
ARGLU1	12.04000625	0.82	11
ARHGAP1	13.7536043	0.18	44
ARHGAP10	11.22826549	0.46	22
ARHGAP11A	12.40842965	0	1
ARHGAP11B	12.30527524	0.64	10
ARHGAP12	12.79173762	0.35	25
ARHGAP15	10.95823503	0.57	11
ARHGAP17	12.51661883	0.31	22
ARHGAP18	11.20107364	0.51	26
ARHGAP19	13.75961194	0.4	26
ARHGAP19-SLIT1	13.20915353	0.44	28.84
ARHGAP20	11.89601544	0.45	-5
ARHGAP21	12.01362196	0.3	-3
ARHGAP22	12.85356376	0.63	19.42
ARHGAP23	13.28264231	0.18	29.8
ARHGAP24	10.29515795	0.62	13
ARHGAP25	12.86352788	0.52	20
ARHGAP26	11.96143729	0.38	38
ARHGAP27	13.53379995	0.17	21
ARHGAP28	12.39460819	0.33	-28
ARHGAP29	13.05224988	0.36	-9
ARHGAP30	13.44304444	0.25	23
ARHGAP31	12.49120271	0.55	23
ARHGAP32	12.18492561	0.55	-11
ARHGAP33	13.9563137	0.32	30
ARHGAP35	13.99937759	0.19	29
ARHGAP39	14.34997966	0.3	12
ARHGAP40	12.28514959	0.44	7.96
ARHGAP42	10.06577646	0.73	-24
ARHGAP44	12.21731137	0.74	13.57
ARHGAP5	11.94419476	0.41	1
ARHGAP9	14.11398568	0.19	32
ARHGDIB	12.79635619	0.43	8
ARHGDIG	14.10868601	0.2	43
ARHGEF1	14.04320693	0.36	28
ARHGEF10	11.52254901	0.51	-24
ARHGEF10L	12.83535308	0.22	30
ARHGEF11	13.77284102	0.3	36
ARHGEF12	12.48700197	0.23	25
ARHGEF15	13.55699886	0.22	20
ARHGEF16	12.42298885	0.35	21
ARHGEF17	13.30773694	0.2	54
ARHGEF18	13.32737554	0.24	30
ARHGEF19	13.622798	0.18	40
ARHGEF2	14.44703922	0.17	32
ARHGEF25	12.60906678	0.3	17.3
ARHGEF26	12.64920302	0.84	13.08
ARHGEF28	12.27992319	0.39	6.2
ARHGEF3	12.84951474	0.37	43
ARHGEF33	12.82730774	0.33	11.58
ARHGEF35	12.35419186	0.71	10.95
ARHGEF37	13.32059109	0.17	37
ARHGEF38	12.361327	0.53	15
ARHGEF39	13.99960138	0.21	37
ARHGEF4	13.21320541	0.24	13
ARHGEF40	12.75142533	0.32	28.5
ARHGEF5	12.15145277	0.69	5.35
ARHGEF7	12.91209656	0.58	30
ARID1A	13.791182	0.16	27
ARID1B	11.87145269	0.57	27
ARID2	13.61802988	0.59	10
ARID3A	14.64509372	0.19	44
ARID3B	13.39308188	0.19	59
ARID3C	13.50273356	0.3	51
ARID4A	12.58008149	0.55	36
ARID4B	13.21926683	0.22	22
ARID5A	13.67898383	0.36	47
ARID5B	11.30942521	0.32	20
ARIH1	13.90527905	0.43	37
ARIH2	14.41376337	0.19	37
ARIH2OS	14.42430773	0.14	33
ARL1	12.55572549	0.74	2
ARL10	13.2411397	0.43	37
ARL11	12.96029611	0.29	62
ARL13B	11.35601431	0.79	-13
ARL14	13.10849161	0.31	8
ARL14EP	10.27145846	0.85	-17
ARL14EPL	13.36003852	0.7	32.78
ARL15	11.32975955	0.65	5
ARL17B	12.82786613	0.28	22
ARL2	14.96337576	0.21	52
ARL2BP	13.48404656	0.15	48
ARL3	13.6861146	0.18	27
ARL4A	11.69933864	0.47	-11
ARL4C	11.70539535	0.61	15
ARL4D	13.95285567	0.17	1
ARL5A	12.50295353	0.61	15
ARL5B	11.21585277	0.51	-5
ARL5C	13.54545315	0.21	26.31
ARL6	11.39906224	0.69	-5
ARL6IP1	13.51392427	0.5	45
ARL6IP5	12.48401494	0.44	20
ARL6IP6	12.52553314	0.61	6
ARL8A	13.38344066	0.16	34
ARL8B	12.48001957	0.24	22
ARL9	13.40415162	0.58	27
ARMC1	11.89063561	0.46	4
ARMC10	13.2959082	0.51	34
ARMC12	13.33923933	0.24	34
ARMC2	12.93371545	0.42	32
ARMC3	12.0134583	0.48	12
ARMC4	11.74236118	0.5	-4
ARMC5	13.64005657	0.48	11
ARMC6	14.09843433	0.2	24
ARMC7	14.22887174	0.17	25
ARMC8	12.20165791	0.35	18
ARMC9	13.96172296	0.37	41
ARMS2	12.44096689	0.17	5
ARNT	14.39626869	0.18	33
ARNT2	12.80967798	0.45	8
ARNTL	12.60043636	0.35	13
ARNTL2	13.2077683	0.37	40
ARPC1A	13.71449946	0.23	51
ARPC1B	13.71449946	0.23	51
ARPC2	13.49301755	0.3	30
ARPC3	13.77939103	0.21	50
ARPC4	13.76817993	0.26	43
ARPC4-TTLL3	12.67994881	0.26	19.44
ARPC5	13.31811764	0.41	24
ARPC5L	13.93375926	0.21	41
ARPP19	13.05990057	0.37	15
ARPP21	8.24170316	0.86	-21
ARRB1	13.51575455	0.25	46
ARRB2	14.05617335	0.22	28
ARRDC1	13.99592029	0.21	45
ARRDC2	14.07135903	0.22	34
ARRDC3	10.8480936	0.21	5
ARRDC4	10.37552037	0.75	-57
ARRDC5	13.5642697	0.18	42
ARSA	13.88605662	0.19	43
ARSB	12.22243308	0.37	50
ARSG	13.52184931	0.23	-8
ARSI	13.76846507	0.21	46
ARSJ	11.51655886	0.61	15
ARSK	12.64709793	0.4	29
ART1	13.19561198	0.4	23
ART3	13.13728943	0.4	41
ART4	12.73883978	0.42	-4
ART5	13.19561198	0.4	23
ARTN	13.68537682	0.21	35
ARV1	12.83908493	0.6	12
ARVCF	13.33140151	0.21	37
AS3MT	13.47563935	0.19	45
ASAH1	12.81103867	0.36	20
ASAH2	12.84068458	0.47	14
ASAH2B	11.79001918	0.51	36
ASAP1	12.48679808	0.32	30
ASAP2	13.4018555	0.28	34
ASAP3	13.86504045	0.16	29
ASB1	12.41343228	0.34	27
ASB10	13.32292752	0.34	38
ASB13	13.54335663	0.3	21
ASB14	12.89721031	0.39	29
ASB15	11.37135038	0.59	-7
ASB16	13.74374599	0.17	41
ASB17	11.85647971	0.6	-11
ASB18	11.70514785	0.44	8
ASB2	12.20683735	0.6	30
ASB3	12.8147388	0.51	12.26
ASB4	12.08295541	0.33	14
ASB5	11.81053064	0.5	-4
ASB6	13.58586215	0.2	40
ASB7	12.58042197	0.37	-9
ASB8	13.1448917	0.26	32
ASCC1	13.54260675	0.15	40
ASCC2	13.65274454	0.19	33
ASCC3	11.54639893	0.7	2
ASCL1	9.96189796	0.82	3
ASCL2	13.64657106	0.6	41.04
ASCL3	13.2148204	0.23	21
ASCL4	11.69017585	0.7	22
ASCL5	13.07398299	0.41	22.61
ASF1A	11.66719042	0.82	16
ASF1B	13.84931374	0.22	36
ASGR1	14.33550185	0.35	15
ASGR2	14.33550185	0.35	15
ASH1L	14.48877386	0.2	33
ASH2L	13.41677625	0.26	34
ASIC1	13.81855093	0.2	56
ASIC2	10.44883054	0.78	-15
ASIC3	13.34085292	0.37	41
ASIC4	13.22550283	0.34	33
ASIC5	10.68709225	0.64	-2
ASIP	13.77683833	0.25	50
ASL	13.07675495	0.25	38
ASNA1	14.48818255	0.22	29
ASNS	13.02816478	0.74	0
ASNSD1	12.94425772	0.49	16
ASPA	12.90697716	0.52	6
ASPDH	13.54372546	0.43	35
ASPG	13.34189562	0.41	20
ASPH	12.95707119	0.34	14
ASPHD1	12.92124485	0.21	26.88
ASPHD2	12.00233949	0.55	-46
ASPM	12.30943667	0.7	-25
ASPN	12.95636147	0.47	19.11
ASPRV1	13.64597886	0.18	37
ASPSCR1	15.15442265	0.2	28
ASRGL1	14.93195392	0.41	49
ASS1	13.12800344	0.23	35
ASTE1	12.6564442	0.48	19
ASTL	13.6187253	0.25	45
ASTN1	8.786762208	0.81	-9
ASTN2	11.06411957	0.71	-17
ASXL1	13.56804486	0.19	57
ASXL2	13.30915991	0.23	31
ASXL3	8.933136544	0.85	-10
ASZ1	12.47764058	0.39	-1
ATAD1	12.72295092	0.15	45
ATAD2	13.20827865	0.19	30
ATAD2B	12.3617978	0.46	27
ATAD3A	14.35461397	0.22	27
ATAD3B	14.35461397	0.19	27
ATAD3C	14.3609515	0.19	27
ATAD5	13.31424245	0.26	25
ATAT1	14.55643072	0.27	37
ATCAY	14.59823058	0.2	34
ATE1	12.35889673	0.43	-3
ATF1	13.40783551	0.26	42
ATF2	12.75740565	0.7	24
ATF3	12.94397806	0.21	22
ATF4	13.48844989	0.25	72
ATF5	14.33376909	0.2	45
ATF6	12.91725373	0.44	16
ATF6B	14.59039255	0.2	32
ATF7	14.24918404	0.15	52
ATF7IP	12.73453679	0.8	12
ATF7IP2	12.20415581	0.4	9
ATG10	11.96120738	0.65	25
ATG12	12.85859312	0.66	1
ATG13	13.72659082	0.17	39
ATG14	13.51396618	0.21	39
ATG16L1	12.96505672	0.21	31
ATG16L2	13.17779241	0.21	50
ATG2A	14.9843601	0.2	61
ATG2B	12.69904179	0.5	14
ATG3	12.62048758	0.57	41
ATG4B	14.05319823	0.42	27
ATG4C	12.30316306	0.42	5
ATG4D	14.5268964	0.21	23
ATG5	12.1091707	0.31	32
ATG7	12.12609827	0.35	30
ATG9A	13.55833441	0.18	36
ATG9B	13.34085292	0.46	41
ATIC	13.18122079	0.63	12
ATL1	13.08981952	0.28	43
ATL2	13.60280484	0.36	25
ATL3	13.87223393	0.17	50
ATM	12.93804864	0.62	16
ATMIN	12.35233515	0.28	4
ATN1	14.81059399	0.21	47
ATOH1	10.97715803	0.76	24
ATOH7	13.03764174	0.21	17
ATOH8	13.91573501	0.17	46
ATOX1	13.27845731	0.39	46
ATP10A	11.55357785	0.82	-49
ATP10B	12.04418881	0.74	11
ATP10D	11.44489285	0.55	29
ATP11A	13.28055787	0.37	45
ATP11B	12.3397859	0.61	16
ATP12A	13.05508618	0.6	40
ATP13A1	13.55265767	0.28	-10
ATP13A2	13.42832486	0.22	52
ATP13A3	12.68950138	0.2	27
ATP13A4	11.88226586	0.72	-2
ATP13A5	11.85905096	0.78	1
ATP1A1	13.33178927	0.44	18
ATP1A2	13.63606566	0.38	23
ATP1A3	13.95590187	0.44	33
ATP1A4	13.64306606	0.39	29
ATP1B1	12.35112924	0.43	19
ATP1B2	14.54284996	0.19	34
ATP1B3	13.05621716	0.34	28
ATP2A1	13.97065446	0.22	55
ATP2A2	13.78447902	0.17	26
ATP2A3	13.33342463	0.22	33
ATP2B1	12.36979735	0.44	9
ATP2B4	13.42024327	0.23	50
ATP2C1	12.65639002	0.42	19
ATP2C2	13.37892468	0.34	5
ATP4A	13.89398712	0.37	41
ATP4B	13.49129036	0.32	36
ATP5S	13.40937973	0.28	28
ATP6AP1L	11.89183439	0.52	1
ATP6V0A1	14.50542	0.15	27
ATP6V0A2	13.76811178	0.32	40
ATP6V0A4	12.64691455	0.43	7
ATP6V0B	13.68223399	0.21	39
ATP6V0D1	13.9100468	0.14	45
ATP6V0D2	12.16754489	0.68	-20
ATP6V0E1	13.10013208	0.18	40
ATP6V0E2	12.99187193	0.62	26
ATP6V1A	12.99989061	0.39	33
ATP6V1B1	13.13128942	0.62	25
ATP6V1B2	11.97660288	0.41	-4
ATP6V1C1	13.06250296	0.39	47
ATP6V1C2	13.52037007	0.34	42
ATP6V1D	13.09032561	0.26	32
ATP6V1E1	12.97479333	0.24	-32
ATP6V1E2	13.28398891	0.21	36
ATP6V1F	13.64721024	0.31	49
ATP6V1G1	12.57410238	0.22	10
ATP6V1G2	14.7386915	0.2	35
ATP6V1G3	11.56950427	0.4	-16
ATP6V1H	12.48232844	0.53	9
ATP7B	12.77463968	0.4	28
ATP8A1	12.15163758	0.75	28
ATP8A2	12.71225149	0.54	20
ATP8B1	12.73850221	0.24	36
ATP8B2	14.34344695	0.24	31
ATP8B3	14.5950001	0.23	29
ATP8B4	12.53612791	0.4	-21
ATP9A	12.05306714	0.43	0
ATP9B	11.42395216	0.67	13
ATPAF1	13.32454965	0.27	23
ATPAF2	13.69555404	0.19	17
ATR	13.24414906	0.41	24
ATRAID	14.02974978	0.23	39
ATRIP	14.18088257	0.22	39
ATRN	13.78630417	0.4	27
ATRNL1	10.72026729	0.77	-20
ATXN1	11.60620631	0.57	30
ATXN10	13.11942506	0.18	15
ATXN1L	12.83757875	0	7.928
ATXN2	13.16881939	0.26	42
ATXN2L	13.95223398	0.11	56
ATXN3	12.78314377	0.38	27
ATXN7	11.9626371	0.68	8
ATXN7L1	12.91456892	0.34	33
ATXN7L2	13.8701493	0.3	37
ATXN7L3	13.74374599	0.17	41
ATXN7L3B	12.94076481	0.88	27.06
AUH	11.73001875	0.31	24
AUNIP	13.52299281	0.28	24
AUP1	13.83491212	0.32	50
AURKA	12.44775921	0.65	-43
AURKAIP1	14.36724854	0.27	28
AURKB	13.67733985	0.18	18
AURKC	12.9170622	0.76	-63
AUTS2	10.86607009	0.75	12
AVEN	12.92330738	0.48	0
AVIL	13.91635901	0.24	40
AVL9	12.82514262	0.45	10
AVP	13.63589334	0.29	54
AVPI1	13.15144634	0.14	54
AVPR1A	12.4331883	0.42	-32
AVPR1B	13.53560616	0.31	10
AXDND1	13.11373425	0.46	-2
AXIN1	14.18361434	0.2	40
AXIN2	12.26770382	0.7	-26
AXL	13.98116821	0.21	15
AZGP1	14.27588611	0.39	36
AZI2	11.14064365	0.79	9
AZIN1	13.44380899	0.16	54
AZU1	14.5896855	0.2	28
B2M	13.41968187	0.43	36
B3GALNT1	12.73956444	0.58	-20
B3GALNT2	13.19287403	0.18	16
B3GALT1	11.11675206	0.84	-14
B3GALT2	13.40929902	0.42	19.88
B3GALT4	14.19185783	0.26	30
B3GALT5	12.56620909	0.56	-70
B3GALT6	14.67264941	0.2	27
B3GAT1	12.50773898	0.62	5
B3GAT2	12.09310549	0.71	7
B3GAT3	14.80719369	0.2	42
B3GNT2	14.49019739	0.41	55
B3GNT3	14.01137664	0.21	37
B3GNT4	13.60338607	0.19	12
B3GNT5	12.92588692	0.59	8.51
B3GNT7	13.93303845	0.36	42
B3GNT8	13.9144813	0.25	38
B3GNT9	13.90471761	0.12	47
B3GNTL1	12.6222106	0.47	14
B4GALNT1	14.10064363	0.3	52
B4GALNT2	13.67485902	0.29	21
B4GALNT3	13.11452675	0.31	32
B4GALNT4	14.18985851	0.34	48
B4GALT1	13.71218796	0.17	28
B4GALT2	13.68223399	0.21	39
B4GALT3	13.49897486	0.23	37
B4GALT4	12.42291639	0.59	3
B4GALT5	13.8553628	0.18	55
B4GALT6	12.58880805	0.54	32
B4GALT7	14.09013247	0.35	42
B9D1	13.35469499	0.23	11
BAALC	13.042428	0.51	15
BAAT	11.63467396	0.74	-22
BACE1	12.98681166	0.2	36
BACE2	12.19329131	0.48	-6
BACH1	12.6626522	0.16	60
BACH2	12.59291883	0.57	13
BAD	14.29422365	0.18	65
BAG1	13.6606131	0.15	38
BAG2	12.6572247	0.31	23
BAG3	13.50247239	0.16	48
BAG4	13.46713961	0.18	46
BAG5	13.67349528	0.22	39
BAG6	14.73867203	0.22	20
BAHD1	13.69738897	0.18	47
BAIAP2	14.36241504	0.21	16
BAIAP2L1	13.3210798	0.27	36
BAIAP2L2	14.23955532	0.2	73
BAIAP3	13.95602352	0.22	36
BAK1	14.04051797	0.22	35
BAMBI	12.22652702	0.36	13
BANF2	13.29604774	0.39	1
BANK1	11.29685683	0.5	-7
BANP	13.36798832	0.16	31
BAP1	13.89099551	0.23	62
BARD1	12.64714296	0.81	11
BARHL1	14.23617293	0.54	37
BARHL2	11.32023837	0.8	-4
BARX1	13.01349672	0.48	25
BARX2	12.56798286	0.25	-19
BASP1	12.37746385	0.35	-10
BATF	13.44684834	0.18	49
BATF2	14.96337576	0.21	52
BATF3	12.89879223	0.22	30
BAX	14.47157095	0.2	43
BAZ1A	13.32942307	0.16	24
BAZ1B	13.74282696	0.28	48
BAZ2A	14.83893727	0.16	50
BAZ2B	12.76919371	0.36	23
BBC3	14.11571811	0.16	33
BBIP1	13.36446941	0.25	30.48
BBOX1	12.09137983	0.59	-18
BBS10	13.2422207	0.51	-10
BBS12	11.80609495	0.17	14
BBS2	13.20652069	0.28	20
BBS4	13.91991382	0.38	40
BBS7	12.68960004	0.43	29
BBS9	12.3596646	0.57	-6
BBX	12.32203625	0.61	2
BCAM	13.73223873	0.18	-3
BCAN	14.43159957	0.18	37
BCAP29	13.14742665	0.73	26
BCAR1	13.25018299	0.17	16
BCAR3	13.29748407	0.16	9
BCAS1	12.0049046	0.39	2
BCAS2	13.38854343	0.26	6
BCAS3	12.26022934	0.44	-11
BCAS4	12.95224624	0.16	36
BCAT1	12.43854059	0.81	2
BCAT2	14.34657401	0.18	39
BCCIP	12.239725	0.28	-4
BCDIN3D	14.07154715	0.23	45
BCHE	10.27221952	0.88	-18
BCKDHA	13.9144813	0.25	38
BCKDHB	11.78317395	0.79	-9
BCKDK	14.07547502	0.25	35
BCL10	12.76209054	0.38	3
BCL11A	11.92693397	0.76	7
BCL11B	12.6660796	0.66	-40
BCL2	12.2410343	0.48	60
BCL2A1	12.36650214	0.64	28
BCL2L1	13.66956645	0.2	21
BCL2L10	13.20061988	0.15	21
BCL2L11	12.59174973	0.42	12.34
BCL2L12	14.36546901	0.19	36
BCL2L13	12.93281416	0.23	-23
BCL2L14	12.71114475	0.45	26
BCL2L15	12.72257513	0.4	13
BCL2L2	13.97375798	0.28	20
BCL2L2-PABPN1	12.32900692	0.28	19.54
BCL3	13.60758315	0.18	-22
BCL6	11.38933309	0.34	24
BCL6B	14.34396115	0.36	24
BCL7A	13.58854471	0.16	31
BCL7B	13.76961949	0.16	48
BCL7C	14.25151392	0.12	48
BCL9	12.72114644	0.54	19.15
BCL9L	14.21312896	0.15	54
BCLAF1	12.5667182	0.2	21
BCO2	12.87285788	0.16	2
BCR	12.85955341	0.57	43
BCS1L	13.84856422	0.17	43
BDH1	13.43762657	0.28	39
BDH2	12.76621687	0.36	27
BDKRB1	12.69699042	0.5	16
BDKRB2	12.70972863	0.52	10
BDNF	12.84864995	0.51	-24
BDP1	12.81004429	0.48	16
BEAN1	12.95484841	0.22	25.03
BECN1	14.30598571	0.18	33
BEGAIN	12.90535099	0.3	5
BEND3	12.24931411	0.37	30
BEND4	12.48304128	0.38	24
BEND5	10.13658143	0.81	-8
BEND6	12.96744841	0.31	23
BEND7	12.39286752	0.48	25
BEST1	14.68674493	0.18	53
BEST2	14.48818255	0.22	29
BEST3	13.1217652	0.39	14
BEST4	13.26093679	0.18	43
BET1	13.05597354	0.44	0
BET1L	14.19641654	0.44	24
BFAR	13.16113591	0.35	45
BFSP1	13.22190821	0.34	-23
BFSP2	12.74374076	0.45	14
BGLAP	14.63361718	0.21	33
BHLHA15	13.04900097	0.38	26
BHLHA9	13.49996935	0.25	19.35
BHLHE22	9.133999139	0.87	-1
BHLHE23	13.61932899	0.34	61
BHLHE40	12.52129206	0.18	33
BHLHE41	11.92835411	0.37	15
BHMT	12.01052602	0.48	36
BHMT2	12.37439669	0.43	38
BICC1	11.96150753	0.42	-22
BICD1	12.86720787	0.43	23
BICD2	13.2594051	0.44	45
BID	12.88805523	0.22	-18
BIK	13.34408512	0.19	48
BIN1	12.6901764	0.4	17
BIN2	13.1219713	0.19	37
BIN3	13.54308222	0.19	49
BIRC2	13.04755147	0.26	15
BIRC3	13.04538514	0.23	5
BIRC5	13.43483708	0.22	24
BIRC6	12.87070203	0.37	24
BIRC7	13.82063441	0.28	50
BIRC8	12.96613053	0.83	-46
BIVM	12.18348956	0.45	24
BIVM-ERCC5	12.59388023	0.48	23.61
BLCAP	13.58025394	0.55	52
BLID	11.87658893	0.43	4
BLK	13.07509565	0.51	55
BLM	13.81284902	0.17	45
BLMH	13.15515578	0.3	26
BLNK	13.61345802	0.78	34
BLOC1S2	13.88437502	0.2	56
BLOC1S3	14.02305629	0.24	41
BLOC1S4	13.1244013	0.2	62
BLOC1S5	13.26814024	0.21	13
BLOC1S6	12.21058246	0.37	3
BLVRA	13.44583432	0.25	45
BLVRB	13.82608743	0.19	34
BLZF1	12.56479549	0.49	7
BMF	13.69290102	0.23	39
BMI1	12.18543617	0.44	23
BMP1	13.28355493	0.2	50
BMP10	12.90970219	0.4	27
BMP2	10.69659318	0.22	-10
BMP2K	12.36609321	0.38	30
BMP3	9.30136867	0.84	4
BMP4	12.4408127	0.64	-3
BMP5	11.13572706	0.52	-9
BMP6	13.63020455	0.26	8
BMP7	12.24467778	0.6	-21
BMP8A	13.84127577	0.31	33
BMP8B	13.7910119	0.39	39
BMPER	9.926520252	0.5	-17
BMPR1A	12.84747116	0.18	26
BMPR1B	11.69412139	0.46	-15
BMPR2	12.81986001	0.29	30
